well_id,field,DEPTH,PZ,PS,GK,NGK
Well_45,Berezovskoe,971.3,,,,
Well_45,Berezovskoe,971.4,,,,
Well_45,Berezovskoe,971.5,,,,
Well_45,Berezovskoe,971.6,,,,
Well_45,Berezovskoe,971.7,,,,
Well_45,Berezovskoe,971.8,,,,
Well_45,Berezovskoe,971.9,,,,
Well_45,Berezovskoe,972.0,,,,
Well_45,Berezovskoe,972.1,,,,
Well_45,Berezovskoe,972.2,,,,
Well_45,Berezovskoe,972.3,,,,
Well_45,Berezovskoe,972.4,,,,
Well_45,Berezovskoe,972.5,,,,
Well_45,Berezovskoe,972.6,,,,
Well_45,Berezovskoe,972.7,,,,
Well_45,Berezovskoe,972.8,,,,
Well_45,Berezovskoe,972.9,,,,
Well_45,Berezovskoe,973.0,,,,
Well_45,Berezovskoe,973.1,,,,
Well_45,Berezovskoe,973.2,,,,
Well_45,Berezovskoe,973.3,,,,
Well_45,Berezovskoe,973.4,,,,
Well_45,Berezovskoe,973.5,,,,
Well_45,Berezovskoe,973.6,,,,
Well_45,Berezovskoe,973.7,,,,
Well_45,Berezovskoe,973.8,,,,
Well_45,Berezovskoe,973.9,,,,
Well_45,Berezovskoe,974.0,,,,
Well_45,Berezovskoe,974.1,,,,
Well_45,Berezovskoe,974.2,,,,
Well_45,Berezovskoe,974.3,,,,
Well_45,Berezovskoe,974.4,,,,
Well_45,Berezovskoe,974.5,,,,
Well_45,Berezovskoe,974.6,,,,
Well_45,Berezovskoe,974.7,,,,
Well_45,Berezovskoe,974.8,,,,
Well_45,Berezovskoe,974.9,,,,
Well_45,Berezovskoe,975.0,,,,
Well_45,Berezovskoe,975.1,,,,
Well_45,Berezovskoe,975.2,,,,
Well_45,Berezovskoe,975.3,,,,
Well_45,Berezovskoe,975.4,,,,
Well_45,Berezovskoe,975.5,,,,
Well_45,Berezovskoe,975.6,,,,
Well_45,Berezovskoe,975.7,,,,
Well_45,Berezovskoe,975.8,,,,
Well_45,Berezovskoe,975.9,,,,
Well_45,Berezovskoe,976.0,,,,
Well_45,Berezovskoe,976.1,,,,
Well_45,Berezovskoe,976.2,,,,
Well_45,Berezovskoe,976.3,,,,
Well_45,Berezovskoe,976.4,,,,
Well_45,Berezovskoe,976.5,,,,
Well_45,Berezovskoe,976.6,,,,
Well_45,Berezovskoe,976.7,,,,
Well_45,Berezovskoe,976.8,,,,
Well_45,Berezovskoe,976.9,,,,
Well_45,Berezovskoe,977.0,,,,
Well_45,Berezovskoe,977.1,,,,
Well_45,Berezovskoe,977.2,,,,
Well_45,Berezovskoe,977.3,,,,
Well_45,Berezovskoe,977.4,,,,
Well_45,Berezovskoe,977.5,,,,
Well_45,Berezovskoe,977.6,,,,
Well_45,Berezovskoe,977.7,,,,
Well_45,Berezovskoe,977.8,,,,
Well_45,Berezovskoe,977.9,,,,
Well_45,Berezovskoe,978.0,,,,
Well_45,Berezovskoe,978.1,,,,
Well_45,Berezovskoe,978.2,,,,
Well_45,Berezovskoe,978.3,,,,
Well_45,Berezovskoe,978.4,,,,
Well_45,Berezovskoe,978.5,,,,
Well_45,Berezovskoe,978.6,,,,
Well_45,Berezovskoe,978.7,,,,
Well_45,Berezovskoe,978.8,,,,
Well_45,Berezovskoe,978.9,,,,
Well_45,Berezovskoe,979.0,,,,
Well_45,Berezovskoe,979.1,,,,
Well_45,Berezovskoe,979.2,,,,
Well_45,Berezovskoe,979.3,,,,
Well_45,Berezovskoe,979.4,,,,
Well_45,Berezovskoe,979.5,,,,
Well_45,Berezovskoe,979.6,,,,
Well_45,Berezovskoe,979.7,,,,
Well_45,Berezovskoe,979.8,,,,
Well_45,Berezovskoe,979.9,,,,
Well_45,Berezovskoe,980.0,,,,
Well_45,Berezovskoe,980.1,,,,
Well_45,Berezovskoe,980.2,,,,
Well_45,Berezovskoe,980.3,,,,
Well_45,Berezovskoe,980.4,,,,
Well_45,Berezovskoe,980.5,,,,
Well_45,Berezovskoe,980.6,,,,
Well_45,Berezovskoe,980.7,,,,
Well_45,Berezovskoe,980.8,,,,
Well_45,Berezovskoe,980.9,,,,
Well_45,Berezovskoe,981.0,,,,
Well_45,Berezovskoe,981.1,,,,
Well_45,Berezovskoe,981.2,,,,
Well_45,Berezovskoe,981.3,,,,
Well_45,Berezovskoe,981.4,,,,
Well_45,Berezovskoe,981.5,,,,
Well_45,Berezovskoe,981.6,,,,
Well_45,Berezovskoe,981.7,,,,
Well_45,Berezovskoe,981.8,,,,
Well_45,Berezovskoe,981.9,,,,
Well_45,Berezovskoe,982.0,,,,
Well_45,Berezovskoe,982.1,,,,
Well_45,Berezovskoe,982.2,,,,
Well_45,Berezovskoe,982.3,,,,
Well_45,Berezovskoe,982.4,,,,
Well_45,Berezovskoe,982.5,,,,
Well_45,Berezovskoe,982.6,,,,
Well_45,Berezovskoe,982.7,,,,
Well_45,Berezovskoe,982.8,,,,
Well_45,Berezovskoe,982.9,,,,
Well_45,Berezovskoe,983.0,,,,
Well_45,Berezovskoe,983.1,,,,
Well_45,Berezovskoe,983.2,,,,
Well_45,Berezovskoe,983.3,,,,
Well_45,Berezovskoe,983.4,,,,
Well_45,Berezovskoe,983.5,,,,
Well_45,Berezovskoe,983.6,,,,
Well_45,Berezovskoe,983.7,,,,
Well_45,Berezovskoe,983.8,,,,
Well_45,Berezovskoe,983.9,,,,
Well_45,Berezovskoe,984.0,,,,
Well_45,Berezovskoe,984.1,,,,
Well_45,Berezovskoe,984.2,,,,
Well_45,Berezovskoe,984.3,,,,
Well_45,Berezovskoe,984.4,,,,
Well_45,Berezovskoe,984.5,,,,
Well_45,Berezovskoe,984.6,,,,
Well_45,Berezovskoe,984.7,,,,
Well_45,Berezovskoe,984.8,,,,
Well_45,Berezovskoe,984.9,,,,
Well_45,Berezovskoe,985.0,,,,
Well_45,Berezovskoe,985.1,,,,
Well_45,Berezovskoe,985.2,,,,
Well_45,Berezovskoe,985.3,,,,
Well_45,Berezovskoe,985.4,,,,
Well_45,Berezovskoe,985.5,,,,
Well_45,Berezovskoe,985.6,,,,
Well_45,Berezovskoe,985.7,,,,
Well_45,Berezovskoe,985.8,,,,
Well_45,Berezovskoe,985.9,,,,
Well_45,Berezovskoe,986.0,,,,
Well_45,Berezovskoe,986.1,,,,
Well_45,Berezovskoe,986.2,,,,
Well_45,Berezovskoe,986.3,,,,
Well_45,Berezovskoe,986.4,,,,
Well_45,Berezovskoe,986.5,,,,
Well_45,Berezovskoe,986.6,,,,
Well_45,Berezovskoe,986.7,,,,
Well_45,Berezovskoe,986.8,,,,
Well_45,Berezovskoe,986.9,,,,
Well_45,Berezovskoe,987.0,,,,
Well_45,Berezovskoe,987.1,,,,
Well_45,Berezovskoe,987.2,,,,
Well_45,Berezovskoe,987.3,,,,
Well_45,Berezovskoe,987.4,,,,
Well_45,Berezovskoe,987.5,,,,
Well_45,Berezovskoe,987.6,,,,
Well_45,Berezovskoe,987.7,,,,
Well_45,Berezovskoe,987.8,,,,
Well_45,Berezovskoe,987.9,,,,
Well_45,Berezovskoe,988.0,,,,
Well_45,Berezovskoe,988.1,,,,
Well_45,Berezovskoe,988.2,,,,
Well_45,Berezovskoe,988.3,,,,
Well_45,Berezovskoe,988.4,,,,
Well_45,Berezovskoe,988.5,,,,
Well_45,Berezovskoe,988.6,,,,
Well_45,Berezovskoe,988.7,,,,
Well_45,Berezovskoe,988.8,,,,
Well_45,Berezovskoe,988.9,,,,
Well_45,Berezovskoe,989.0,,,,
Well_45,Berezovskoe,989.1,,,,
Well_45,Berezovskoe,989.2,,,,
Well_45,Berezovskoe,989.3,,,,
Well_45,Berezovskoe,989.4,,,,
Well_45,Berezovskoe,989.5,,,,
Well_45,Berezovskoe,989.6,,,,
Well_45,Berezovskoe,989.7,,,,
Well_45,Berezovskoe,989.8,,,,
Well_45,Berezovskoe,989.9,,,,
Well_45,Berezovskoe,990.0,,,,
Well_45,Berezovskoe,990.1,,,,
Well_45,Berezovskoe,990.2,,,,
Well_45,Berezovskoe,990.3,,,,
Well_45,Berezovskoe,990.4,,,,
Well_45,Berezovskoe,990.5,,,,
Well_45,Berezovskoe,990.6,,,,
Well_45,Berezovskoe,990.7,,,,
Well_45,Berezovskoe,990.8,,,,
Well_45,Berezovskoe,990.9,,,,
Well_45,Berezovskoe,991.0,,,,
Well_45,Berezovskoe,991.1,,,,
Well_45,Berezovskoe,991.2,,,,
Well_45,Berezovskoe,991.3,,,,
Well_45,Berezovskoe,991.4,,,,
Well_45,Berezovskoe,991.5,,,,
Well_45,Berezovskoe,991.6,,,,
Well_45,Berezovskoe,991.7,,,,
Well_45,Berezovskoe,991.8,,,,
Well_45,Berezovskoe,991.9,,,,
Well_45,Berezovskoe,992.0,,,,
Well_45,Berezovskoe,992.1,,,,
Well_45,Berezovskoe,992.2,,,,
Well_45,Berezovskoe,992.3,,,,
Well_45,Berezovskoe,992.4,,,,
Well_45,Berezovskoe,992.5,,,,
Well_45,Berezovskoe,992.6,,,,
Well_45,Berezovskoe,992.7,,,,
Well_45,Berezovskoe,992.8,,,,
Well_45,Berezovskoe,992.9,,,,
Well_45,Berezovskoe,993.0,,,,
Well_45,Berezovskoe,993.1,,,,
Well_45,Berezovskoe,993.2,,,,
Well_45,Berezovskoe,993.3,,,,
Well_45,Berezovskoe,993.4,,,,
Well_45,Berezovskoe,993.5,,,,
Well_45,Berezovskoe,993.6,,,,
Well_45,Berezovskoe,993.7,,,,
Well_45,Berezovskoe,993.8,,,,
Well_45,Berezovskoe,993.9,,,,
Well_45,Berezovskoe,994.0,,,,
Well_45,Berezovskoe,994.1,,,,
Well_45,Berezovskoe,994.2,,,,
Well_45,Berezovskoe,994.3,,,,
Well_45,Berezovskoe,994.4,,,,
Well_45,Berezovskoe,994.5,,,,
Well_45,Berezovskoe,994.6,,,,
Well_45,Berezovskoe,994.7,,,,
Well_45,Berezovskoe,994.8,,,,
Well_45,Berezovskoe,994.9,,,,
Well_45,Berezovskoe,995.0,,,,
Well_45,Berezovskoe,995.1,,,,
Well_45,Berezovskoe,995.2,,,,
Well_45,Berezovskoe,995.3,,,,
Well_45,Berezovskoe,995.4,,,,
Well_45,Berezovskoe,995.5,,,,
Well_45,Berezovskoe,995.6,,,,
Well_45,Berezovskoe,995.7,,,,
Well_45,Berezovskoe,995.8,,,,
Well_45,Berezovskoe,995.9,,,,
Well_45,Berezovskoe,996.0,,,,
Well_45,Berezovskoe,996.1,,,,
Well_45,Berezovskoe,996.2,,,,
Well_45,Berezovskoe,996.3,,,,
Well_45,Berezovskoe,996.4,,,,
Well_45,Berezovskoe,996.5,,,,
Well_45,Berezovskoe,996.6,,,,
Well_45,Berezovskoe,996.7,,,,
Well_45,Berezovskoe,996.8,,,,
Well_45,Berezovskoe,996.9,,,,
Well_45,Berezovskoe,997.0,,,,
Well_45,Berezovskoe,997.1,,,,
Well_45,Berezovskoe,997.2,,,,
Well_45,Berezovskoe,997.3,,,,
Well_45,Berezovskoe,997.4,,,,
Well_45,Berezovskoe,997.5,,,,
Well_45,Berezovskoe,997.6,,,,
Well_45,Berezovskoe,997.7,,,,
Well_45,Berezovskoe,997.8,,,,
Well_45,Berezovskoe,997.9,,,,
Well_45,Berezovskoe,998.0,,,,
Well_45,Berezovskoe,998.1,,,,
Well_45,Berezovskoe,998.2,,,,
Well_45,Berezovskoe,998.3,,,,
Well_45,Berezovskoe,998.4,,,,
Well_45,Berezovskoe,998.5,,,,
Well_45,Berezovskoe,998.6,,,,
Well_45,Berezovskoe,998.7,,,,
Well_45,Berezovskoe,998.8,,,,
Well_45,Berezovskoe,998.9,,,,
Well_45,Berezovskoe,999.0,,,,
Well_45,Berezovskoe,999.1,,,,
Well_45,Berezovskoe,999.2,,,,
Well_45,Berezovskoe,999.3,,,,
Well_45,Berezovskoe,999.4,,,,
Well_45,Berezovskoe,999.5,,,,
Well_45,Berezovskoe,999.6,,,,
Well_45,Berezovskoe,999.7,,,,
Well_45,Berezovskoe,999.8,,,,
Well_45,Berezovskoe,999.9,,,,
Well_45,Berezovskoe,1000.0,,,,
Well_45,Berezovskoe,1000.1,,,,
Well_45,Berezovskoe,1000.2,,,,
Well_45,Berezovskoe,1000.3,,,,
Well_45,Berezovskoe,1000.4,,,,
Well_45,Berezovskoe,1000.5,,,,
Well_45,Berezovskoe,1000.6,,,,
Well_45,Berezovskoe,1000.7,,,,
Well_45,Berezovskoe,1000.8,,,,
Well_45,Berezovskoe,1000.9,,,,
Well_45,Berezovskoe,1001.0,,,,
Well_45,Berezovskoe,1001.1,,,,
Well_45,Berezovskoe,1001.2,,,,
Well_45,Berezovskoe,1001.3,,,,
Well_45,Berezovskoe,1001.4,,,,
Well_45,Berezovskoe,1001.5,,,,
Well_45,Berezovskoe,1001.6,,,,
Well_45,Berezovskoe,1001.7,,,,
Well_45,Berezovskoe,1001.8,,,,
Well_45,Berezovskoe,1001.9,,,,
Well_45,Berezovskoe,1002.0,,,,
Well_45,Berezovskoe,1002.1,,,,
Well_45,Berezovskoe,1002.2,,,,
Well_45,Berezovskoe,1002.3,,,,
Well_45,Berezovskoe,1002.4,,,,
Well_45,Berezovskoe,1002.5,,,,
Well_45,Berezovskoe,1002.6,,,,
Well_45,Berezovskoe,1002.7,,,,
Well_45,Berezovskoe,1002.8,,,,
Well_45,Berezovskoe,1002.9,,,,
Well_45,Berezovskoe,1003.0,,,,
Well_45,Berezovskoe,1003.1,,,,
Well_45,Berezovskoe,1003.2,,,,
Well_45,Berezovskoe,1003.3,,,,
Well_45,Berezovskoe,1003.4,,,,
Well_45,Berezovskoe,1003.5,,,,
Well_45,Berezovskoe,1003.6,,,,
Well_45,Berezovskoe,1003.7,,,,
Well_45,Berezovskoe,1003.8,,,,
Well_45,Berezovskoe,1003.9,,,,
Well_45,Berezovskoe,1004.0,,,,
Well_45,Berezovskoe,1004.1,,,,
Well_45,Berezovskoe,1004.2,,,,
Well_45,Berezovskoe,1004.3,,,,
Well_45,Berezovskoe,1004.4,,,,
Well_45,Berezovskoe,1004.5,,,,
Well_45,Berezovskoe,1004.6,,,,
Well_45,Berezovskoe,1004.7,,,,
Well_45,Berezovskoe,1004.8,,,,
Well_45,Berezovskoe,1004.9,,,,
Well_45,Berezovskoe,1005.0,,,,
Well_45,Berezovskoe,1005.1,,,,
Well_45,Berezovskoe,1005.2,,,,
Well_45,Berezovskoe,1005.3,,,,
Well_45,Berezovskoe,1005.4,,,,
Well_45,Berezovskoe,1005.5,,,,
Well_45,Berezovskoe,1005.6,,,,
Well_45,Berezovskoe,1005.7,,,,
Well_45,Berezovskoe,1005.8,,,,
Well_45,Berezovskoe,1005.9,,,,
Well_45,Berezovskoe,1006.0,,,,
Well_45,Berezovskoe,1006.1,,,,
Well_45,Berezovskoe,1006.2,,,,
Well_45,Berezovskoe,1006.3,,,,
Well_45,Berezovskoe,1006.4,,,,
Well_45,Berezovskoe,1006.5,,,,
Well_45,Berezovskoe,1006.6,,,,
Well_45,Berezovskoe,1006.7,,,,
Well_45,Berezovskoe,1006.8,,,,
Well_45,Berezovskoe,1006.9,,,,
Well_45,Berezovskoe,1007.0,,,,
Well_45,Berezovskoe,1007.1,,,,
Well_45,Berezovskoe,1007.2,,,,
Well_45,Berezovskoe,1007.3,,,,
Well_45,Berezovskoe,1007.4,,,,
Well_45,Berezovskoe,1007.5,,,,
Well_45,Berezovskoe,1007.6,,,,
Well_45,Berezovskoe,1007.7,,,,
Well_45,Berezovskoe,1007.8,,,,
Well_45,Berezovskoe,1007.9,,,,
Well_45,Berezovskoe,1008.0,,,,
Well_45,Berezovskoe,1008.1,,,,
Well_45,Berezovskoe,1008.2,,,,
Well_45,Berezovskoe,1008.3,,,,
Well_45,Berezovskoe,1008.4,,,,
Well_45,Berezovskoe,1008.5,,,,
Well_45,Berezovskoe,1008.6,,,,
Well_45,Berezovskoe,1008.7,,,,
Well_45,Berezovskoe,1008.8,,,,
Well_45,Berezovskoe,1008.9,,,,
Well_45,Berezovskoe,1009.0,,,,
Well_45,Berezovskoe,1009.1,,,,
Well_45,Berezovskoe,1009.2,,,,
Well_45,Berezovskoe,1009.3,,,,
Well_45,Berezovskoe,1009.4,,,,
Well_45,Berezovskoe,1009.5,,,,
Well_45,Berezovskoe,1009.6,,,,
Well_45,Berezovskoe,1009.7,,,,
Well_45,Berezovskoe,1009.8,,,,
Well_45,Berezovskoe,1009.9,,,,
Well_45,Berezovskoe,1010.0,,,,
Well_45,Berezovskoe,1010.1,,,,
Well_45,Berezovskoe,1010.2,,,,
Well_45,Berezovskoe,1010.3,,,,
Well_45,Berezovskoe,1010.4,,,,
Well_45,Berezovskoe,1010.5,,,,
Well_45,Berezovskoe,1010.6,,,,
Well_45,Berezovskoe,1010.7,,,,
Well_45,Berezovskoe,1010.8,,,,
Well_45,Berezovskoe,1010.9,,,,
Well_45,Berezovskoe,1011.0,,,,
Well_45,Berezovskoe,1011.1,,,,
Well_45,Berezovskoe,1011.2,,,,
Well_45,Berezovskoe,1011.3,,,,
Well_45,Berezovskoe,1011.4,,,,
Well_45,Berezovskoe,1011.5,,,,
Well_45,Berezovskoe,1011.6,,,,
Well_45,Berezovskoe,1011.7,,,,
Well_45,Berezovskoe,1011.8,,,,
Well_45,Berezovskoe,1011.9,,,,
Well_45,Berezovskoe,1012.0,,,,
Well_45,Berezovskoe,1012.1,,,,
Well_45,Berezovskoe,1012.2,,,,
Well_45,Berezovskoe,1012.3,,,,
Well_45,Berezovskoe,1012.4,,,,
Well_45,Berezovskoe,1012.5,,,,
Well_45,Berezovskoe,1012.6,,,,
Well_45,Berezovskoe,1012.7,,,,
Well_45,Berezovskoe,1012.8,,,,
Well_45,Berezovskoe,1012.9,,,,
Well_45,Berezovskoe,1013.0,,,,
Well_45,Berezovskoe,1013.1,,,,
Well_45,Berezovskoe,1013.2,,,,
Well_45,Berezovskoe,1013.3,,,,
Well_45,Berezovskoe,1013.4,,,,
Well_45,Berezovskoe,1013.5,,,,
Well_45,Berezovskoe,1013.6,,,,
Well_45,Berezovskoe,1013.7,,,,
Well_45,Berezovskoe,1013.8,,,,
Well_45,Berezovskoe,1013.9,,,,
Well_45,Berezovskoe,1014.0,,,,
Well_45,Berezovskoe,1014.1,,,,
Well_45,Berezovskoe,1014.2,,,,
Well_45,Berezovskoe,1014.3,,,,
Well_45,Berezovskoe,1014.4,,,,
Well_45,Berezovskoe,1014.5,,,,
Well_45,Berezovskoe,1014.6,,,,
Well_45,Berezovskoe,1014.7,,,,
Well_45,Berezovskoe,1014.8,,,,
Well_45,Berezovskoe,1014.9,,,,
Well_45,Berezovskoe,1015.0,,,,
Well_45,Berezovskoe,1015.1,,,,
Well_45,Berezovskoe,1015.2,,,,
Well_45,Berezovskoe,1015.3,,,,
Well_45,Berezovskoe,1015.4,,,,
Well_45,Berezovskoe,1015.5,,,,
Well_45,Berezovskoe,1015.6,,,,
Well_45,Berezovskoe,1015.7,,,,
Well_45,Berezovskoe,1015.8,,,,
Well_45,Berezovskoe,1015.9,,,,
Well_45,Berezovskoe,1016.0,,,,
Well_45,Berezovskoe,1016.1,,,,
Well_45,Berezovskoe,1016.2,,,,
Well_45,Berezovskoe,1016.3,,,,
Well_45,Berezovskoe,1016.4,,,,
Well_45,Berezovskoe,1016.5,,,,
Well_45,Berezovskoe,1016.6,,,,
Well_45,Berezovskoe,1016.7,,,,
Well_45,Berezovskoe,1016.8,,,,
Well_45,Berezovskoe,1016.9,,,,
Well_45,Berezovskoe,1017.0,,,,
Well_45,Berezovskoe,1017.1,,,,
Well_45,Berezovskoe,1017.2,,,,
Well_45,Berezovskoe,1017.3,,,,
Well_45,Berezovskoe,1017.4,,,,
Well_45,Berezovskoe,1017.5,,,,
Well_45,Berezovskoe,1017.6,,,,
Well_45,Berezovskoe,1017.7,,,,
Well_45,Berezovskoe,1017.8,,,,
Well_45,Berezovskoe,1017.9,,,,
Well_45,Berezovskoe,1018.0,,,,
Well_45,Berezovskoe,1018.1,,,,
Well_45,Berezovskoe,1018.2,,,,
Well_45,Berezovskoe,1018.3,,,,
Well_45,Berezovskoe,1018.4,,,,
Well_45,Berezovskoe,1018.5,,,,
Well_45,Berezovskoe,1018.6,,,,
Well_45,Berezovskoe,1018.7,,,,
Well_45,Berezovskoe,1018.8,,,,
Well_45,Berezovskoe,1018.9,,,,
Well_45,Berezovskoe,1019.0,,,,
Well_45,Berezovskoe,1019.1,,,,
Well_45,Berezovskoe,1019.2,,,,
Well_45,Berezovskoe,1019.3,,,,
Well_45,Berezovskoe,1019.4,,,,
Well_45,Berezovskoe,1019.5,,,,
Well_45,Berezovskoe,1019.6,,,,
Well_45,Berezovskoe,1019.7,,,,
Well_45,Berezovskoe,1019.8,,,,
Well_45,Berezovskoe,1019.9,,,,
Well_45,Berezovskoe,1020.0,,,,
Well_45,Berezovskoe,1020.1,,,,
Well_45,Berezovskoe,1020.2,,,,
Well_45,Berezovskoe,1020.3,,,,
Well_45,Berezovskoe,1020.4,,,,
Well_45,Berezovskoe,1020.5,,,,
Well_45,Berezovskoe,1020.6,,,,
Well_45,Berezovskoe,1020.7,,,,
Well_45,Berezovskoe,1020.8,,,,
Well_45,Berezovskoe,1020.9,,,,
Well_45,Berezovskoe,1021.0,,,,
Well_45,Berezovskoe,1021.1,,,,
Well_45,Berezovskoe,1021.2,,,,
Well_45,Berezovskoe,1021.3,,,,
Well_45,Berezovskoe,1021.4,,,,
Well_45,Berezovskoe,1021.5,,,,
Well_45,Berezovskoe,1021.6,,,,
Well_45,Berezovskoe,1021.7,,,,
Well_45,Berezovskoe,1021.8,,,,
Well_45,Berezovskoe,1021.9,,,,
Well_45,Berezovskoe,1022.0,,,,
Well_45,Berezovskoe,1022.1,,,,
Well_45,Berezovskoe,1022.2,,,,
Well_45,Berezovskoe,1022.3,,,,
Well_45,Berezovskoe,1022.4,,,,
Well_45,Berezovskoe,1022.5,,,,
Well_45,Berezovskoe,1022.6,,,,
Well_45,Berezovskoe,1022.7,,,,
Well_45,Berezovskoe,1022.8,,,,
Well_45,Berezovskoe,1022.9,,,,
Well_45,Berezovskoe,1023.0,,,,
Well_45,Berezovskoe,1023.1,,,,
Well_45,Berezovskoe,1023.2,,,,
Well_45,Berezovskoe,1023.3,,,,
Well_45,Berezovskoe,1023.4,,,,
Well_45,Berezovskoe,1023.5,,,,
Well_45,Berezovskoe,1023.6,,,,
Well_45,Berezovskoe,1023.7,,,,
Well_45,Berezovskoe,1023.8,,,,
Well_45,Berezovskoe,1023.9,,,,
Well_45,Berezovskoe,1024.0,,,,
Well_45,Berezovskoe,1024.1,,,,
Well_45,Berezovskoe,1024.2,,,,
Well_45,Berezovskoe,1024.3,,,,
Well_45,Berezovskoe,1024.4,,,,
Well_45,Berezovskoe,1024.5,,,,
Well_45,Berezovskoe,1024.6,,,,
Well_45,Berezovskoe,1024.7,,,,
Well_45,Berezovskoe,1024.8,,,,
Well_45,Berezovskoe,1024.9,,,,
Well_45,Berezovskoe,1025.0,,,,
Well_45,Berezovskoe,1025.1,,,,
Well_45,Berezovskoe,1025.2,,,,
Well_45,Berezovskoe,1025.3,,,,
Well_45,Berezovskoe,1025.4,,,,
Well_45,Berezovskoe,1025.5,,,,
Well_45,Berezovskoe,1025.6,,,,
Well_45,Berezovskoe,1025.7,,,,
Well_45,Berezovskoe,1025.8,,,,
Well_45,Berezovskoe,1025.9,,,,
Well_45,Berezovskoe,1026.0,,,,
Well_45,Berezovskoe,1026.1,,,,
Well_45,Berezovskoe,1026.2,,,,
Well_45,Berezovskoe,1026.3,,,,
Well_45,Berezovskoe,1026.4,,,,
Well_45,Berezovskoe,1026.5,,,,
Well_45,Berezovskoe,1026.6,,,,
Well_45,Berezovskoe,1026.7,,,,
Well_45,Berezovskoe,1026.8,,,,
Well_45,Berezovskoe,1026.9,,,,
Well_45,Berezovskoe,1027.0,,,,
Well_45,Berezovskoe,1027.1,,,,
Well_45,Berezovskoe,1027.2,,,,
Well_45,Berezovskoe,1027.3,,,,
Well_45,Berezovskoe,1027.4,,,,
Well_45,Berezovskoe,1027.5,,,,
Well_45,Berezovskoe,1027.6,,,,
Well_45,Berezovskoe,1027.7,,,,
Well_45,Berezovskoe,1027.8,,,,
Well_45,Berezovskoe,1027.9,,,,
Well_45,Berezovskoe,1028.0,,,,
Well_45,Berezovskoe,1028.1,,,,
Well_45,Berezovskoe,1028.2,,,,
Well_45,Berezovskoe,1028.3,,,,
Well_45,Berezovskoe,1028.4,,,,
Well_45,Berezovskoe,1028.5,,,,
Well_45,Berezovskoe,1028.6,,,,
Well_45,Berezovskoe,1028.7,,,,
Well_45,Berezovskoe,1028.8,,,,
Well_45,Berezovskoe,1028.9,,,,
Well_45,Berezovskoe,1029.0,,,,
Well_45,Berezovskoe,1029.1,,,,
Well_45,Berezovskoe,1029.2,,,,
Well_45,Berezovskoe,1029.3,,,,
Well_45,Berezovskoe,1029.4,,,,
Well_45,Berezovskoe,1029.5,,,,
Well_45,Berezovskoe,1029.6,,,,
Well_45,Berezovskoe,1029.7,,,,
Well_45,Berezovskoe,1029.8,,,,
Well_45,Berezovskoe,1029.9,,,,
Well_45,Berezovskoe,1030.0,,,,
Well_45,Berezovskoe,1030.1,,,,
Well_45,Berezovskoe,1030.2,,,,
Well_45,Berezovskoe,1030.3,,,,
Well_45,Berezovskoe,1030.4,,,,
Well_45,Berezovskoe,1030.5,,,,
Well_45,Berezovskoe,1030.6,,,,
Well_45,Berezovskoe,1030.7,,,,
Well_45,Berezovskoe,1030.8,,,,
Well_45,Berezovskoe,1030.9,,,,
Well_45,Berezovskoe,1031.0,,,,
Well_45,Berezovskoe,1031.1,,,,
Well_45,Berezovskoe,1031.2,,,,
Well_45,Berezovskoe,1031.3,,,,
Well_45,Berezovskoe,1031.4,,,,
Well_45,Berezovskoe,1031.5,,,,
Well_45,Berezovskoe,1031.6,,,,
Well_45,Berezovskoe,1031.7,,,,
Well_45,Berezovskoe,1031.8,,,,
Well_45,Berezovskoe,1031.9,,,,
Well_45,Berezovskoe,1032.0,,,,
Well_45,Berezovskoe,1032.1,,,,
Well_45,Berezovskoe,1032.2,,,,
Well_45,Berezovskoe,1032.3,,,,
Well_45,Berezovskoe,1032.4,,,,
Well_45,Berezovskoe,1032.5,,,,
Well_45,Berezovskoe,1032.6,,,,
Well_45,Berezovskoe,1032.7,,,,
Well_45,Berezovskoe,1032.8,,,,
Well_45,Berezovskoe,1032.9,,,,
Well_45,Berezovskoe,1033.0,,,,
Well_45,Berezovskoe,1033.1,,,,
Well_45,Berezovskoe,1033.2,,,,
Well_45,Berezovskoe,1033.3,,,,
Well_45,Berezovskoe,1033.4,,,,
Well_45,Berezovskoe,1033.5,,,,
Well_45,Berezovskoe,1033.6,,,,
Well_45,Berezovskoe,1033.7,,,,
Well_45,Berezovskoe,1033.8,,,,
Well_45,Berezovskoe,1033.9,,,,
Well_45,Berezovskoe,1034.0,,,,
Well_45,Berezovskoe,1034.1,,,,
Well_45,Berezovskoe,1034.2,,,,
Well_45,Berezovskoe,1034.3,,,,
Well_45,Berezovskoe,1034.4,,,,
Well_45,Berezovskoe,1034.5,,,,
Well_45,Berezovskoe,1034.6,,,,
Well_45,Berezovskoe,1034.7,,,,
Well_45,Berezovskoe,1034.8,,,,
Well_45,Berezovskoe,1034.9,,,,
Well_45,Berezovskoe,1035.0,,,,
Well_45,Berezovskoe,1035.1,,,,
Well_45,Berezovskoe,1035.2,,,,
Well_45,Berezovskoe,1035.3,,,,
Well_45,Berezovskoe,1035.4,,,,
Well_45,Berezovskoe,1035.5,,,,
Well_45,Berezovskoe,1035.6,,,,
Well_45,Berezovskoe,1035.7,,,,
Well_45,Berezovskoe,1035.8,,,,
Well_45,Berezovskoe,1035.9,,,,
Well_45,Berezovskoe,1036.0,,,,
